,market,time,price_open,price_close,price_high,price_low,vwap,volume,candle_usd_volume,candle_trades_count,exchange,asset
159,binance-btc-dai-spot,2021-01-17 00:00:00+00:00,36000.52,35798.65,36822.04,33835.76,35363.33159360127,176.266018,6239637.844928707,31045,binance,btc
160,binance-btc-dai-spot,2021-01-18 00:00:00+00:00,35781.03,36570.28,37398.88,34777.52,36052.71013508161,162.407385,5861759.349919425,28135,binance,btc
161,binance-btc-dai-spot,2021-01-19 00:00:00+00:00,36580.35,35949.76,37932.19,35723.58,36862.55198422096,180.631239,6666047.415400826,32426,binance,btc
162,binance-btc-dai-spot,2021-01-20 00:00:00+00:00,35942.01,35464.5,36381.85,33388.26,34933.45914348627,245.471512,8581152.963233767,37534,binance,btc
163,binance-btc-dai-spot,2021-01-21 00:00:00+00:00,35453.73,30758.69,35574.66,30052.64,32322.3908750017,523.656124,16926326.331355482,57616,binance,btc
164,binance-btc-dai-spot,2021-01-22 00:00:00+00:00,30758.69,32943.05,33821.02,28373.67,31176.08196648501,420.492394,13117273.803844096,57244,binance,btc
165,binance-btc-dai-spot,2021-01-23 00:00:00+00:00,32939.15,32041.76,33439.72,31413.0,32260.44270609645,168.907956,5458061.713459848,41068,binance,btc
166,binance-btc-dai-spot,2021-01-24 00:00:00+00:00,32044.81,32239.47,32998.34,30901.88,32082.88232873445,114.06462,3666964.175949936,28271,binance,btc
167,binance-btc-dai-spot,2021-01-25 00:00:00+00:00,32237.21,32253.45,34852.77,31906.39,33301.24627274807,159.238195,5308271.20735351,33642,binance,btc
168,binance-btc-dai-spot,2021-01-26 00:00:00+00:00,32211.08,32462.01,32892.53,30787.52,31851.01412436192,274.113114,8740251.425261758,50472,binance,btc
169,binance-btc-dai-spot,2021-01-27 00:00:00+00:00,32467.77,30382.19,32540.83,29150.0,30703.92008655307,390.539464,12008716.526332444,61293,binance,btc
170,binance-btc-dai-spot,2021-01-28 00:00:00+00:00,30382.19,33355.58,33780.13,29860.63,31640.43213313326,230.814534,7312845.948474258,42297,binance,btc
171,binance-btc-dai-spot,2021-01-29 00:00:00+00:00,33377.59,34300.69,38564.92,31937.6,35822.88293595433,635.330554,22782762.7673938,48468,binance,btc
